Audit Log Report - Effective Date[09/07/2026]
"Report generated on - Sep 7, 2026 10:44:32 AM"
Report generated by - Kiran Yadav

Id,Operation,Activity,Level,Level Details,Date,User,Description,Field,Old Setting,New Setting,Effective From,Package generated or not
443431131,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 7002 at restaurant 44126 - Winder has been updated.,Change Status On(7002 - 4pc Chicken McNuggets Happy Meal),Inactive,Active,"Sep 7, 2026",N
443431132,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 4335 at restaurant 44126 - Winder has been updated.,Change Status On(4335 - Double Bacon Quarter Pounder with Cheese Meal Large),Inactive,Active,"Sep 7, 2026",N
443431133,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 99954 at restaurant 44126 - Winder has been updated.,Change Status On(99954 - TAG 54),Inactive,Active,"Sep 7, 2026",N
443431134,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 99957 at restaurant 44126 - Winder has been updated.,Change Status On(99957 - TAG 57),Inactive,Active,"Sep 7, 2026",N
443431135,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 7211 at restaurant 44126 - Winder has been updated.,Change Status On(7211 - S DIET SODA SURCHARGE),Inactive,Active,"Sep 7, 2026",N
443431136,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 7001 at restaurant 44126 - Winder has been updated.,Change Status On(7001 - HAPPY MEAL CHEESE BURGER),Inactive,Active,"Sep 7, 2026",N
443431137,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 6951 at restaurant 44126 - Winder has been updated.,Change Status On(6951 - 4 McNuggets HM),Inactive,Active,"Sep 7, 2026",N
443431138,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 7092 at restaurant 44126 - Winder has been updated.,Change Status On(7092 - Surprise Toy),Inactive,Active,"Sep 7, 2026",N
443431139,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 7094 at restaurant 44126 - Winder has been updated.,Change Status On(7094 - NO TOY),Inactive,Active,"Sep 7, 2026",N
443431140,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:32 AM ",eu435423 - Prince Pritam,Status for menu item 6975 at restaurant 44126 - Winder has been updated.,Change Status On(6975 - Hamburger Happy Meal),Inactive,Active,"Sep 7, 2026",N
443431145,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:49 AM ",eu435423 - Prince Pritam,Status for menu item 10000029 at restaurant 44126 - Winder has been updated.,Change Status On(10000029 - DO NOT INACTIVATE SELECT BF COLLECTIBLE),Inactive,Active,"Sep 7, 2026",N
443431146,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:49 AM ",eu435423 - Prince Pritam,Status for menu item 10000452 at restaurant 44126 - Winder has been updated.,Change Status On(10000452 - SELECT MACCHIATO WITH WHOLE MILK),Inactive,Active,"Sep 7, 2026",N
443431147,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:55:49 AM ",eu435423 - Prince Pritam,Status for menu item 10000011 at restaurant 44126 - Winder has been updated.,Change Status On(10000011 - DO NOT INACTIVATE SELECT COLLECTIBLE),Inactive,Active,"Sep 7, 2026",N
443431198,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:56:40 AM ",eu435423 - Prince Pritam,Status for menu item 99960 at restaurant 44126 - Winder has been updated.,Change Status On(99960 - TAG 60),Inactive,Active,"Sep 7, 2026",N
443431199,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:56:40 AM ",eu435423 - Prince Pritam,Status for menu item 99961 at restaurant 44126 - Winder has been updated.,Change Status On(99961 - TAG 61),Inactive,Active,"Sep 7, 2026",N
443431200,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:56:40 AM ",eu435423 - Prince Pritam,Status for menu item 99959 at restaurant 44126 - Winder has been updated.,Change Status On(99959 - TAG 59),Inactive,Active,"Sep 7, 2026",N
443431201,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:56:40 AM ",eu435423 - Prince Pritam,Status for menu item 980023 at restaurant 44126 - Winder has been updated.,Change Status On(980023 - MOCHA FLAVOR),Inactive,Active,"Sep 7, 2026",N
443431233,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000035 at restaurant 44126 - Winder has been updated.,Change Status On(80000035 -  SUB TARTAR SAUCE),Inactive,Active,"Sep 7, 2026",N
443431234,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000023 at restaurant 44126 - Winder has been updated.,Change Status On(80000023 - SUB SLIVERED ONIONS),Inactive,Active,"Sep 7, 2026",N
443431235,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000117 at restaurant 44126 - Winder has been updated.,Change Status On(80000117 - SUB ARTISAN ROLL),Inactive,Active,"Sep 7, 2026",N
443431236,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000034 at restaurant 44126 - Winder has been updated.,Change Status On(80000034 - SUB MAC SAUCE),Inactive,Active,"Sep 7, 2026",N
443431237,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000001 at restaurant 44126 - Winder has been updated.,Change Status On(80000001 - HALF CUT),Inactive,Active,"Sep 7, 2026",N
443431238,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000113 at restaurant 44126 - Winder has been updated.,Change Status On(80000113 - HALF UNSWEET TEA),Inactive,Active,"Sep 7, 2026",N
443431239,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000124 at restaurant 44126 - Winder has been updated.,Change Status On(80000124 - NO MEAT),Inactive,Active,"Sep 7, 2026",N
443431240,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000036 at restaurant 44126 - Winder has been updated.,Change Status On(80000036 - SUB MAYONNAISE),Inactive,Active,"Sep 7, 2026",N
443431241,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000116 at restaurant 44126 - Winder has been updated.,Change Status On(80000116 - SUB CRINKLE CUT PICKLES),Inactive,Active,"Sep 7, 2026",N
443431242,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:57:38 AM ",eu435423 - Prince Pritam,Status for menu item 80000202 at restaurant 44126 - Winder has been updated.,Change Status On(80000202 - SUB MUSTARD),Inactive,Active,"Sep 7, 2026",N
443431289,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:58:47 AM ",eu435423 - Prince Pritam,Status for menu item 10000172 at restaurant 44126 - Winder has been updated.,Change Status On(10000172 - Select More Fries),Active,Inactive,"Sep 7, 2026",N
443431290,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:58:47 AM ",eu435423 - Prince Pritam,Status for menu item 10000171 at restaurant 44126 - Winder has been updated.,Change Status On(10000171 - Select Promo Sandwich),Active,Inactive,"Sep 7, 2026",N
443431291,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:58:47 AM ",eu435423 - Prince Pritam,Status for menu item 10000481 at restaurant 44126 - Winder has been updated.,Change Status On(10000481 - Select Seasoned Strip Flavor),Active,Inactive,"Sep 7, 2026",N
443431292,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:58:47 AM ",eu435423 - Prince Pritam,Status for menu item 10000175 at restaurant 44126 - Winder has been updated.,Change Status On(10000175 - Select Promo Fries),Active,Inactive,"Sep 7, 2026",N
443431293,Mass Status Update,Update,Store,"44126,Winder"," Sep 7, 2026 2:58:47 AM ",eu435423 - Prince Pritam,Status for menu item 10000480 at restaurant 44126 - Winder has been updated.,Change Status On(10000480 - DO NOT INACTIVATE AST DRINK SELECT MILK TYPE),Active,Inactive,"Sep 7, 2026",N
443431355,Restaurant Profile,Update,Store,"44126,Winder"," Sep 7, 2026 4:00:36 AM ",eu435423 - Prince Pritam,The Current Settings of the Restaurant Profile Winder(44126) has been updated.,Phone Number,678-617-9422,7705044016,"Sep 7, 2026",N
443431430,Restaurant Profile,Update,Store,"44126,Winder"," Sep 7, 2026 4:02:21 AM ",eu435423 - Prince Pritam,The Current Settings of the Restaurant Profile Winder(44126) has been updated.,Customizable Parameter,Parameter Set - EVM Unbundling,Parameter Set - US Country Office,"Sep 7, 2026",N
443431430,Restaurant Profile,Update,Store,"44126,Winder"," Sep 7, 2026 4:02:21 AM ",eu435423 - Prince Pritam,The Current Settings of the Restaurant Profile Winder(44126) has been updated.,Smart Reminder,Smart Reminder Set - US Country Office,,"Sep 7, 2026",N
443431579,Restaurant Profile,Update,Store,"44126,Winder"," Sep 7, 2026 4:07:03 AM ",eu435423 - Prince Pritam,The Custom Parameter Set Parameter Set - US Country Office has been updated.   Restaurant Profile Winder(44126).,(Customized)  Gift Cards>>Adaptors >> npCLayer >> AdditionalGiftCard>>contact((Customized)  Gift Cards>>Adaptors >> npCLayer >> AdditionalGiftCard>>contact),For gift card balance call 1-877-458-2200 ,For gift card balance call1-877-458-2200,,N
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Width(29),1,2,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Width(85),1,2,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(33-SpanishUS),,Kiosk_202608_25817_DailyDoubleSpicyMcNuggetMealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(29-French),,Bon Plan - Menu McDouble  à 5 $,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(31-Mandarin),,Kiosk_202405_25150_HotNSpicyMcChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(85-French),,4 Spicy Chicken McNuggets  ,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(85-French),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,On Click(85),,WF_CHF_DoSale 462,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(27-Cantonese),,$5 麥香雞  套餐優惠,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(31-English),,Hot 'N Spicy McChicken  + Spicy McNugget Meal Deal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(31-SpanishUS),,5 Oferta del Hot n Spicy McChicken  and Spicy McNugget Meal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(31-SpanishUS),,Kiosk_202405_25150_HotNSpicyMcChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(31-Cantonese),,$5 辣麥香雞  + 辣麥樂雞  套餐優惠,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(31-French),,Kiosk_202405_25150_HotNSpicyMcChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(31-English),,Kiosk_202405_25150_HotNSpicyMcChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(31-Cantonese),,Kiosk_202405_25150_HotNSpicyMcChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(85-English),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Button(33)(Button(33)),Disable,Enable,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Menu Item Number(85),,462,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Button(85)(Button(85)),Disable,Enable,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(33-SpanishUS),,6 Oferta del McDouble and Spicy McNugget Meal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,On Click(27),,WF_CHF_DoSale 25718,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,On Click(29),,WF_CHF_DoSale 25719,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(33-Deutsch),,"6 $ McDouble  + Würzige McNuggets , Menü-Deal","Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(33-Mandarin),,$6 双层奶酪汉堡  + 香辣麦乐鸡  套餐优惠,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(27-SpanishUS),,Kiosk_202405_14463_5dollar_McChicken_Bundle,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(27-Mandarin),,Kiosk_202405_14463_5dollar_McChicken_Bundle,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(29-Cantonese),,Kiosk_202405_25137_5dollar_McDouble_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(85-Deutsch),,4 Stck. würzige Chicken McNuggets  ,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(85-Deutsch),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Width(27),1,2,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Button(29)(Button(29)),Disable,Enable,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(33-French),,Kiosk_202608_25817_DailyDoubleSpicyMcNuggetMealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(33-Cantonese),,Kiosk_202608_25817_DailyDoubleSpicyMcNuggetMealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(27-English),,$6 McChicken  Meal Deal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(27-Deutsch),,Kiosk_202405_14463_5dollar_McChicken_Bundle,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(27-French),,Kiosk_202405_14463_5dollar_McChicken_Bundle,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(29-French),,Kiosk_202405_25137_5dollar_McDouble_MealDeal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(85-Mandarin),,香辣麦乐鸡（ 4块） ,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Image Name(85-Mandarin),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Width(31),1,2,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Background Normal Color(85),WHITE,LIGHTCYAN,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,On Click(31),,WF_CHF_DoSale 25150,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(29-English),,$7 McDouble  Meal Deal,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Caption(31-Mandarin),,$5 香辣麦香鸡  + 香辣麦乐鸡  套餐优惠 ,"Sep 7, 2026",N/A
443431868,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 4:17:54 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 04 - GAAF has been updated.,Menu Item Number(27),,25718,"Sep 7, 2026",N/A
